dam_name,county,state,condition_assessment_standardized,hazard_standardized,last_inspection_date,year_dam_completed,latitude,longitude,state2
Remick Lake Dam,Warren_OH,OH,poor,high,2016-03-31,1966,39.5783333333333,-84.2263888888889,Ohio
Ridgewood Lake Dam,Medina_OH,OH,poor,high,2017-05-03,1965,41.1280555555556,-81.6891666666667,Ohio
Rio Grande Reservoir,Gallia_OH,OH,poor,high,2016-10-25,1959,38.8838888888889,-82.3891666666667,Ohio
Rocky Fork Lake Dam,Highland_OH,OH,poor,high,2018-05-08,1952,39.184166666666705,-83.4394444444444,Ohio
Ross Lake Dam,Ross_OH,OH,poor,high,2017-09-19,1967,39.334722222222204,-82.9055555555556,Ohio
Salerno Lake Dam,Medina_OH,OH,poor,high,2014-09-03,1982,41.0905555555556,-81.7983333333333,Ohio
Sally Buffalo Park Lake Dam,Harrison_OH,OH,poor,high,2017-10-25,1953,40.2586111111111,-81.0075,Ohio
Sally Buffalo Park Lake No. 2 Dam,Harrison_OH,OH,poor,high,2017-10-25,1953,40.2591666666667,-81.01111111111109,Ohio
Sally Buffalo Park Lake No. 4 Dam,Harrison_OH,OH,poor,high,2017-10-25,1953,40.2625,-81.0116666666667,Ohio
San Toy Dam,Perry_OH,OH,poor,high,2017-05-18,1916,39.637222222222206,-82.03944444444441,Ohio
Schloss Pond Dam,Geauga_OH,OH,poor,high,2016-05-26,1952,41.371666666666705,-81.04,Ohio
Shreve Lake Dam,Wayne_OH,OH,unsatisfactory,high,2015-11-19,1962,40.684166666666705,-82.04361111111109,Ohio
Southern Silica Pond No. 1 Dam,Ross_OH,OH,poor,high,2016-10-06,1955,39.1741666666667,-82.8002777777778,Ohio
Southern Silica Pond No. 2 Dam,Ross_OH,OH,unsatisfactory,high,2016-10-06,1956,39.1733333333333,-82.7966666666667,Ohio
Spring Lake Dam,Montgomery_OH,OH,poor,high,2014-12-11,1952,39.8591666666667,-84.1275,Ohio
Sugarcreek Sportsman Club Lake Dam,Tuscarawas_OH,OH,poor,high,2015-06-11,1957,40.4277777777778,-81.70805555555559,Ohio
Swift Run Lake Dam,Miami_OH,OH,poor,high,2014-10-23,1876,40.1763888888889,-84.2633333333333,Ohio
Turkey Creek Lake Dam,Scioto_OH,OH,poor,high,2018-05-24,1966,38.7333333333333,-83.1894444444444,Ohio
Tycoon Lake Dam,Gallia_OH,OH,poor,high,2016-11-15,1961,38.9222222222222,-82.3533333333333,Ohio
Upper Girard Lake Dam,Trumbull_OH,OH,poor,high,2016-05-04,1929,41.1936111111111,-80.69472222222221,Ohio
Upper Shaker Lake Dam,Cuyahoga_OH,OH,unsatisfactory,high,2018-04-18,1852,41.4830555555556,-81.5605555555556,Ohio
Veto Lake Dam,Washington_OH,OH,poor,high,2017-04-25,1954,39.345,-81.6472222222222,Ohio
Vo-Ash Lake Dam,Carroll_OH,OH,poor,high,2015-04-02,1956,40.4813888888889,-81.0994444444444,Ohio
Waller Lake Dam,Lawrence_OH,OH,poor,high,2015-12-01,1955,38.507222222222204,-82.5477777777778,Ohio
Wellston Reservoir Dam,Jackson_OH,OH,poor,high,2016-11-15,1920,39.14,-82.5183333333333,Ohio
Wellsville Reservoir Dam,Columbiana_OH,OH,poor,high,2014-04-22,1926,40.621111111111105,-80.6933333333333,Ohio
White Turkey Lake Dam,Ross_OH,OH,unsatisfactory,high,2017-10-11,1968,39.1961111111111,-82.9897222222222,Ohio
Woodsfield Reservoir Dam No. 3,Monroe_OH,OH,poor,high,2015-12-08,1992,39.771111111111104,-81.1963888888889,Ohio
American Fidelity,Oklahoma_OK,OK,poor,high,2014-01-16,1965,35.558433334,-97.50782777799999,Oklahoma
Carlton Lake,Latimer_OK,OK,poor,high,2016-08-17,1938,34.976883,-95.360454,Oklahoma
Clayton Lake,Pushmataha_OK,OK,poor,high,2016-08-17,1946,34.543021,-95.30881,Oklahoma
Fin & Feather,Pittsburg_OK,OK,poor,high,2014-12-23,1933,34.986758894,-95.737953784,Oklahoma
Goldco Operating Co,Cleveland_OK,OK,poor,high,2013-12-04,1960,35.36646008,-97.56501106,Oklahoma
Hominy Lake,Osage_OK,OK,poor,high,2017-12-13,1956,36.409531,-96.41472900000001,Oklahoma
Knight,Oklahoma_OK,OK,poor,high,2015-12-16,1962,35.547894,-97.628201,Oklahoma
Orchard,Adair_OK,OK,poor,high,2016-09-30,1970,35.805571,-94.595074,Oklahoma
Pawhuska Lake Dam,Osage_OK,OK,poor,high,2016-11-10,1936,36.644591999999996,-96.395225,Oklahoma
Sportsmans Club,Oklahoma_OK,OK,poor,high,2015-02-10,1948,35.513428999999995,-97.58597900000001,Oklahoma
Summit Lake,Cleveland_OK,OK,poor,high,2013-12-28,1960,35.21758189,-97.40241125,Oklahoma
Weleetka,Okfuskee_OK,OK,poor,high,2017-12-13,1923,35.334140999999995,-96.16384000000001,Oklahoma
Wewoka,Seminole_OK,OK,poor,high,2017-11-01,1925,35.181326,-96.52689000000001,Oklahoma
Barnes Butte Reservoir,Crook_OR,OR,poor,high,2017-03-15,1956,44.326671600000005,-120.82611846,Oregon
Big Creek Reservoir #1 (Lower),Lincoln_OR,OR,unsatisfactory,high,2017-02-01,1951,44.65491104,-124.04379272,Oregon
Crowley Reservoir,Malheur_OR,OR,unsatisfactory,high,2017-05-02,1938,43.31282043,-117.92700195,Oregon
Duggan Dam,Jackson_OR,OR,poor,high,2017-06-27,1965,42.47750854,-122.94769287,Oregon
Ferry Creek,Curry_OR,OR,unsatisfactory,high,2017-09-26,1966,42.07373809,-124.27144622,Oregon
Johnson Creek Reservoir (Crook),Crook_OR,OR,poor,high,2017-03-15,1951,44.34186935,-120.75550842,Oregon
Lake Creek Dam,Jackson_OR,OR,poor,high,2017-06-27,1965,42.37558,-122.62459399999999,Oregon
Lonesome Lake,Malheur_OR,OR,poor,high,2017-05-03,0,43.60771942,-117.02690887,Oregon
Morgan Lake Dam,Union_OR,OR,poor,high,2017-05-31,1976,45.30485153,-118.13696289,Oregon
Osborne Creek Dam,Jackson_OR,OR,poor,high,2017-06-27,1964,42.415569299999994,-122.65412139,Oregon
Pole Creek,Malheur_OR,OR,poor,high,2017-05-03,1944,44.25166702,-117.55333709,Oregon
Wageman,Douglas_OR,OR,poor,high,2017-06-28,1971,43.10406112,-123.59004974,Oregon
Wallowa Lake Dam,Wallowa_OR,OR,poor,high,2017-06-01,1931,45.33514022,-117.22263336,Oregon
Willow Creek 3 (Malheur),Malheur_OR,OR,unsatisfactory,high,2017-05-03,1944,44.35308074,-117.67150115,Oregon
Woodrat Knob Dam,Jackson_OR,OR,poor,high,2017-06-27,1960,42.40193939,-122.64111328,Oregon
Anderson Creek,Clearfield_PA,PA,poor_or_unsatisfactory,high,2017-11-07,1903,41.09444439999999,-78.6344444,Pennsylvania
Beaver Lake,Wayne_PA,PA,poor_or_unsatisfactory,high,2018-05-10,1970,41.7413889,-75.15611109999999,Pennsylvania
Beaver Lake,Lycoming_PA,PA,poor_or_unsatisfactory,high,2017-11-01,1919,41.2941667,-76.5905556,Pennsylvania
Beech Mountain Lake,Luzerne_PA,PA,poor_or_unsatisfactory,high,2017-10-20,1966,41.0527778,-75.9255556,Pennsylvania
Bel-Aire Lake,Susquehanna_PA,PA,poor_or_unsatisfactory,high,2018-05-01,1950,41.9491667,-75.8655556,Pennsylvania
Bellwood,Blair_PA,PA,poor_or_unsatisfactory,high,2017-10-19,1902,40.6230556,-78.3813889,Pennsylvania
Belmont,Lackawanna_PA,PA,poor_or_unsatisfactory,high,2018-04-11,1903,41.5908333,-75.4808333,Pennsylvania
Belmont Lake,Wayne_PA,PA,poor_or_unsatisfactory,high,2017-09-12,1830,41.768055600000004,-75.4438889,Pennsylvania
Bernhart,Berks_PA,PA,poor_or_unsatisfactory,high,2017-12-07,1865,40.3791667,-75.90777779999999,Pennsylvania
Boyd Keller Reservoir,Clinton_PA,PA,poor_or_unsatisfactory,high,2017-10-05,1956,41.1252778,-77.3386111,Pennsylvania
Bradys Run,Beaver_PA,PA,poor_or_unsatisfactory,high,2018-06-08,1949,40.7308333,-80.35611109999999,Pennsylvania
Brinton Lake,Delaware_PA,PA,poor_or_unsatisfactory,high,2017-11-06,1900,39.896944399999995,-75.5411111,Pennsylvania
Cadjaw Pond,Wayne_PA,PA,poor_or_unsatisfactory,high,2018-05-07,1914,41.5616667,-75.2738889,Pennsylvania
Canonsburg No 2,Washington_PA,PA,poor_or_unsatisfactory,high,2017-09-21,1932,40.2541667,-80.11527779999999,Pennsylvania
Carbaugh Run,Adams_PA,PA,poor_or_unsatisfactory,high,2017-11-15,1960,39.8719444,-77.4502778,Pennsylvania
Carbondale No 4,Lackawanna_PA,PA,poor_or_unsatisfactory,high,2018-04-11,1892,41.5741667,-75.4591667,Pennsylvania
Chapman,Warren_PA,PA,poor_or_unsatisfactory,high,2017-09-21,1949,41.7544444,-79.1725,Pennsylvania
Cherry Valley,Washington_PA,PA,poor_or_unsatisfactory,high,2017-10-25,1947,40.3330556,-80.3316667,Pennsylvania
Christman,Berks_PA,PA,poor_or_unsatisfactory,high,2017-10-31,1972,40.542777799999996,-75.8858333,Pennsylvania
Craft Pond,Wayne_PA,PA,poor_or_unsatisfactory,high,2018-04-25,1892,41.4344444,-75.2844444,Pennsylvania
Curtis,Lackawanna_PA,PA,poor_or_unsatisfactory,high,2018-04-23,1887,41.375,-75.5116667,Pennsylvania
Dalton Run,Somerset_PA,PA,poor_or_unsatisfactory,high,2018-04-13,1905,40.28,-78.9869444,Pennsylvania
Deer Lake,Schuylkill_PA,PA,poor_or_unsatisfactory,high,2017-12-13,1925,40.6213889,-76.05722220000001,Pennsylvania
Dehart,Dauphin_PA,PA,poor_or_unsatisfactory,high,2017-11-21,1940,40.4616667,-76.7452778,Pennsylvania
Donegal,Westmoreland_PA,PA,poor_or_unsatisfactory,high,2017-09-19,1967,40.1455556,-79.3702778,Pennsylvania
Dunmore No 7 Reservoir,Lackawanna_PA,PA,poor_or_unsatisfactory,high,2017-12-28,1872,41.41305560000001,-75.6066667,Pennsylvania
Earles Lake,Delaware_PA,PA,poor_or_unsatisfactory,high,2017-11-09,1919,40.00944439999999,-75.39,Pennsylvania
Eaton Reservoir,Erie_PA,PA,poor_or_unsatisfactory,high,2017-10-16,1939,42.146111100000006,-79.7680556,Pennsylvania
Ebensburg Storage,Cambria_PA,PA,poor_or_unsatisfactory,high,2018-06-15,1923,40.4894444,-78.7175,Pennsylvania
Edinboro Lake,Erie_PA,PA,poor_or_unsatisfactory,high,2017-08-16,1909,41.8730556,-80.13305559999999,Pennsylvania
Egelman Reservoir,Berks_PA,PA,poor_or_unsatisfactory,high,2017-12-07,1901,40.3402778,-75.89527779999999,Pennsylvania
Elmhurst,Lackawanna_PA,PA,poor_or_unsatisfactory,high,2017-07-12,1889,41.3705556,-75.5386111,Pennsylvania
Ethel Springs,Westmoreland_PA,PA,poor_or_unsatisfactory,high,2018-06-03,1900,40.3386111,-79.30722220000001,Pennsylvania
Fawn Lake,Pike_PA,PA,poor_or_unsatisfactory,high,2018-06-04,1973,41.2158333,-74.9255556,Pennsylvania
Greenwood Lake,Schuylkill_PA,PA,poor_or_unsatisfactory,high,2017-10-20,1880,40.8325,-75.94027779999999,Pennsylvania
Griffin,Lackawanna_PA,PA,poor_or_unsatisfactory,high,2017-11-30,1888,41.4963889,-75.665,Pennsylvania
Gunter Valley,Franklin_PA,PA,poor_or_unsatisfactory,high,2017-08-02,1961,40.1380556,-77.6719444,Pennsylvania
Hallowood Acres,Monroe_PA,PA,poor_or_unsatisfactory,high,2017-10-18,1970,41.0925,-75.1944444,Pennsylvania
Hankins Pond,Wayne_PA,PA,poor_or_unsatisfactory,high,2018-06-19,1830,41.715,-75.39527779999999,Pennsylvania
Hinckston,Cambria_PA,PA,poor_or_unsatisfactory,high,2017-08-02,1905,40.3738889,-78.8877778,Pennsylvania
Huntsville,Luzerne_PA,PA,poor_or_unsatisfactory,high,2017-05-30,1891,41.3075,-75.9744444,Pennsylvania
Indian Creek,Fayette_PA,PA,poor_or_unsatisfactory,high,2017-12-01,1905,39.9813889,-79.4555556,Pennsylvania
Indian Mountain Lake,Monroe_PA,PA,poor_or_unsatisfactory,high,2017-11-28,1960,41.0041667,-75.5072222,Pennsylvania
Indian Run,Berks_PA,PA,poor_or_unsatisfactory,high,2017-11-30,1890,40.24055560000001,-75.8180556,Pennsylvania
Jennings Pond,Wyoming_PA,PA,poor_or_unsatisfactory,high,2017-11-03,1900,41.5783333,-76.125,Pennsylvania
John C Smith,Bedford_PA,PA,poor_or_unsatisfactory,high,2017-07-18,1932,40.0347222,-78.52972220000001,Pennsylvania
Keen Lake,Wayne_PA,PA,poor_or_unsatisfactory,high,2018-02-21,1851,41.591666700000005,-75.3727778,Pennsylvania
Kenda,Westmoreland_PA,PA,poor_or_unsatisfactory,high,2017-12-19,1932,40.294444399999996,-79.7283333,Pennsylvania
Kephart,Centre_PA,PA,poor_or_unsatisfactory,high,2017-05-19,1974,40.9183333,-78.0602778,Pennsylvania
Kintz Creek (Pa-439),Pike_PA,PA,poor_or_unsatisfactory,high,2017-12-20,1970,41.2808333,-75.2308333,Pennsylvania
Kyle,Jefferson_PA,PA,poor_or_unsatisfactory,high,2017-07-28,1910,41.158055600000004,-78.8377778,Pennsylvania
Lake Akiba,Monroe_PA,PA,poor_or_unsatisfactory,high,2017-10-13,1926,40.9869444,-75.3725,Pennsylvania
Lake Carey,Wyoming_PA,PA,poor_or_unsatisfactory,high,2018-04-03,1876,41.5819444,-75.9191667,Pennsylvania
Lake Choctaw,Schuylkill_PA,PA,poor_or_unsatisfactory,high,2017-12-20,1974,40.928611100000005,-76.1327778,Pennsylvania
Lake George,Somerset_PA,PA,poor_or_unsatisfactory,high,2018-06-22,1989,40.0602778,-79.2541667,Pennsylvania
Lake Hamilton,Wayne_PA,PA,poor_or_unsatisfactory,high,2018-06-11,1954,41.84861110000001,-75.25138890000001,Pennsylvania
Lake Heritage,Adams_PA,PA,poor_or_unsatisfactory,high,2017-12-01,1966,39.8005556,-77.1925,Pennsylvania
Lake Heron,Perry_PA,PA,poor_or_unsatisfactory,high,2017-12-07,1970,40.6130556,-76.97361109999999,Pennsylvania
Lake Lattimore,Pike_PA,PA,poor_or_unsatisfactory,high,2018-04-17,1930,41.2466667,-74.92527779999999,Pennsylvania
Lake May (Section F),Adams_PA,PA,poor_or_unsatisfactory,high,2017-11-10,1967,39.7413889,-77.3719444,Pennsylvania
Lake Montrose,Susquehanna_PA,PA,poor_or_unsatisfactory,high,2018-04-20,1919,41.845,-75.8591667,Pennsylvania
Lake Pinecrest,Luzerne_PA,PA,poor_or_unsatisfactory,high,2018-06-07,1959,41.1863889,-76.245,Pennsylvania
Lake Quinn,Wayne_PA,PA,poor_or_unsatisfactory,high,2017-06-21,1946,41.508055600000006,-75.42611109999999,Pennsylvania
Lake Redman,York_PA,PA,poor_or_unsatisfactory,high,2017-08-04,1967,39.8972222,-76.71388890000001,Pennsylvania
Lake Scranton,Lackawanna_PA,PA,poor_or_unsatisfactory,high,2017-06-13,1898,41.3822222,-75.6366667,Pennsylvania
Lake Somerset,Somerset_PA,PA,poor_or_unsatisfactory,high,2018-02-20,1956,40.021111100000006,-79.0675,Pennsylvania
Lake Susquehanna,Schuylkill_PA,PA,poor_or_unsatisfactory,high,2017-10-05,1973,40.9288889,-76.12361109999999,Pennsylvania
Lake Swiftwater,Monroe_PA,PA,poor_or_unsatisfactory,high,2017-05-31,1930,41.0988889,-75.2758333,Pennsylvania
Lake Watawga,Wayne_PA,PA,poor_or_unsatisfactory,high,2018-05-31,1907,41.2394444,-75.4447222,Pennsylvania
Larsen Lake,Lackawanna_PA,PA,poor_or_unsatisfactory,high,2018-06-07,1910,41.2519444,-75.4572222,Pennsylvania
Laurel Run No 2,Luzerne_PA,PA,poor_or_unsatisfactory,high,2017-12-06,1885,41.2480556,-75.8175,Pennsylvania
Laurel Run Reservoir,Elk_PA,PA,poor_or_unsatisfactory,high,2017-09-14,1970,41.416388899999994,-78.6036111,Pennsylvania
Leavitt Branch (Pa-463),Monroe_PA,PA,poor_or_unsatisfactory,high,2018-04-30,1976,41.2080556,-75.2475,Pennsylvania
Lehman Lake,Pike_PA,PA,poor_or_unsatisfactory,high,2017-12-20,1890,41.1772222,-75.0022222,Pennsylvania
Little Pine Creek,Lycoming_PA,PA,poor_or_unsatisfactory,high,2017-10-27,1950,41.355277799999996,-77.355,Pennsylvania
Lower,Fayette_PA,PA,poor_or_unsatisfactory,high,2017-12-01,1906,39.9430556,-79.8233333,Pennsylvania
Lower Alford Lake,Susquehanna_PA,PA,poor_or_unsatisfactory,high,2017-11-30,1919,41.8069444,-75.7741667,Pennsylvania
Lower Mount Pleasant,Luzerne_PA,PA,poor_or_unsatisfactory,high,2018-05-17,1882,40.9180556,-76.0238889,Pennsylvania
Lower Ridge,Westmoreland_PA,PA,poor_or_unsatisfactory,high,2018-03-06,1915,40.326111100000006,-79.2872222,Pennsylvania
Lower Tumbling Run,Schuylkill_PA,PA,poor_or_unsatisfactory,high,2017-11-29,1832,40.675,-76.1805556,Pennsylvania
Lower Woods Pond,Wayne_PA,PA,poor_or_unsatisfactory,high,2017-09-06,1848,41.7383333,-75.2705556,Pennsylvania
Maggio Estate No 2,Lycoming_PA,PA,poor_or_unsatisfactory,high,2017-11-09,1953,41.529166700000005,-76.9733333,Pennsylvania
Marshall Lake,Monroe_PA,PA,poor_or_unsatisfactory,high,2017-04-14,1904,41.0438889,-75.1269444,Pennsylvania
Martin (Pa-419),Wayne_PA,PA,poor_or_unsatisfactory,high,2018-05-02,1960,41.57,-75.185,Pennsylvania
Memorial Lake,Lebanon_PA,PA,poor_or_unsatisfactory,high,2018-03-15,1946,40.417777799999996,-76.59222220000001,Pennsylvania
Middle,Monroe_PA,PA,poor_or_unsatisfactory,high,2018-06-29,1922,41.0494444,-75.1786111,Pennsylvania
Middle Creek,Lancaster_PA,PA,poor_or_unsatisfactory,high,2017-11-01,1971,40.266388899999995,-76.23777779999999,Pennsylvania
Mill Run,Blair_PA,PA,poor_or_unsatisfactory,high,2017-08-17,1957,40.5191667,-78.45222220000001,Pennsylvania
Millers Pond,Bradford_PA,PA,poor_or_unsatisfactory,high,2016-09-28,1919,41.9166667,-76.7166667,Pennsylvania
Minersville No 4,Schuylkill_PA,PA,poor_or_unsatisfactory,high,2017-11-09,1912,40.7455556,-76.2805556,Pennsylvania
Minsi Lake,Northampton_PA,PA,poor_or_unsatisfactory,high,2017-08-03,1970,40.911666700000005,-75.16972220000001,Pennsylvania
Montgomery,Clearfield_PA,PA,poor_or_unsatisfactory,high,2017-11-09,1960,41.0308333,-78.5119444,Pennsylvania
Moose Creek Reservoir,Clearfield_PA,PA,poor_or_unsatisfactory,high,2017-11-09,1910,41.055833299999996,-78.4722222,Pennsylvania
Morris Run No 3,Tioga_PA,PA,poor_or_unsatisfactory,high,2017-10-27,1920,41.6897222,-77.0130556,Pennsylvania
Mount Airy,Monroe_PA,PA,poor_or_unsatisfactory,high,2017-11-02,1974,41.1125,-75.31777779999999,Pennsylvania
Mountain Springs Lake,Monroe_PA,PA,poor_or_unsatisfactory,high,2017-12-15,1919,41.01,-75.35611109999999,Pennsylvania
Negro Pond,Wyoming_PA,PA,poor_or_unsatisfactory,high,2017-11-03,1919,41.585,-76.1625,Pennsylvania
No 5,Lackawanna_PA,PA,poor_or_unsatisfactory,high,2017-11-14,1888,41.360555600000005,-75.67,Pennsylvania
North Fork,Somerset_PA,PA,poor_or_unsatisfactory,high,2017-08-15,1932,40.2691667,-79.0038889,Pennsylvania
North Lake,Pike_PA,PA,poor_or_unsatisfactory,high,2018-07-05,1972,41.211111100000004,-74.9544444,Pennsylvania
Pa-445,Wayne_PA,PA,poor_or_unsatisfactory,high,2017-11-20,1961,41.3047222,-75.3508333,Pennsylvania
Pecks Pond,Pike_PA,PA,poor_or_unsatisfactory,high,2018-06-18,1906,41.2808333,-75.08694440000001,Pennsylvania
Penn Lake,Luzerne_PA,PA,poor_or_unsatisfactory,high,2017-12-06,1905,41.1111111,-75.7694444,Pennsylvania
Penn Nursery,Centre_PA,PA,poor_or_unsatisfactory,high,2017-04-18,1972,40.775555600000004,-77.61916670000001,Pennsylvania
Pikes Creek,Luzerne_PA,PA,poor_or_unsatisfactory,high,2017-07-12,1911,41.2658333,-76.045,Pennsylvania
Pine Run No 1,Luzerne_PA,PA,poor_or_unsatisfactory,high,2018-05-19,1884,41.196388899999995,-75.8916667,Pennsylvania
Placid Lake,Carbon_PA,PA,poor_or_unsatisfactory,high,2017-09-13,1963,41.0266667,-75.6133333,Pennsylvania
Pocono Highlands,Monroe_PA,PA,poor_or_unsatisfactory,high,2018-05-10,1928,41.0727778,-75.1075,Pennsylvania
Reynoldsville Storage #5,Jefferson_PA,PA,poor_or_unsatisfactory,high,2017-08-09,1901,41.1077778,-78.8725,Pennsylvania
Ringtown No 5,Schuylkill_PA,PA,poor_or_unsatisfactory,high,2017-11-08,1914,40.8427778,-76.2475,Pennsylvania
Rocky Glen,Lackawanna_PA,PA,poor_or_unsatisfactory,high,2017-12-21,1903,41.3522222,-75.7044444,Pennsylvania
Rossiter,Indiana_PA,PA,poor_or_unsatisfactory,high,2017-09-15,1919,40.8875,-78.9219444,Pennsylvania
Ryerson Station,Greene_PA,PA,poor_or_unsatisfactory,high,2018-03-13,1960,39.89,-80.4494444,Pennsylvania
Salt Run Reservoir,Cameron_PA,PA,poor_or_unsatisfactory,high,2017-10-31,1911,41.5397222,-78.18638890000001,Pennsylvania
Sandy Run,Cambria_PA,PA,poor_or_unsatisfactory,high,2017-09-14,1964,40.6572222,-78.4719444,Pennsylvania
Saw Creek Club,Pike_PA,PA,poor_or_unsatisfactory,high,2017-12-20,1919,41.1597222,-75.0691667,Pennsylvania
Shickshinny Lake,Luzerne_PA,PA,poor_or_unsatisfactory,high,2018-04-04,1965,41.2061111,-76.1908333,Pennsylvania
Sonneborn (Witco) Reservoir,Butler_PA,PA,poor_or_unsatisfactory,high,2017-09-20,1951,41.014166700000004,-79.72138890000001,Pennsylvania
Spring Lake,Monroe_PA,PA,poor_or_unsatisfactory,high,2017-10-20,1983,41.0102778,-75.1605556,Pennsylvania
Spring Lake,Susquehanna_PA,PA,poor_or_unsatisfactory,high,2017-06-30,1919,41.885,-75.5283333,Pennsylvania
Sugar Run,Westmoreland_PA,PA,poor_or_unsatisfactory,high,2017-10-04,1907,40.376388899999995,-79.0227778,Pennsylvania
Sweetwater Lake,Monroe_PA,PA,poor_or_unsatisfactory,high,2017-11-21,1983,41.028611100000006,-75.1605556,Pennsylvania
Tamarack Lake A (Pa-461A),Crawford_PA,PA,poor_or_unsatisfactory,high,2018-03-28,1962,41.615,-80.1180556,Pennsylvania
Tobyhanna No 2,Monroe_PA,PA,poor_or_unsatisfactory,high,2017-05-17,1951,41.2,-75.40777779999999,Pennsylvania
Totem Lake,Bradford_PA,PA,poor_or_unsatisfactory,high,2017-11-03,1919,41.7605556,-76.2438889,Pennsylvania
Trout Lake,Monroe_PA,PA,poor_or_unsatisfactory,high,2017-03-03,1900,41.0019444,-75.3472222,Pennsylvania
Union City Reservoir,Erie_PA,PA,poor_or_unsatisfactory,high,2017-10-18,1935,41.9127778,-79.815,Pennsylvania
University Park Airport Pond 1A,Centre_PA,PA,poor_or_unsatisfactory,high,2016-12-05,1995,40.8427778,-77.8466667,Pennsylvania
Upper Castanea Reservoir,Clinton_PA,PA,poor_or_unsatisfactory,high,2018-05-28,1869,41.11555560000001,-77.4219444,Pennsylvania
Upper Mount Pleasant,Luzerne_PA,PA,poor_or_unsatisfactory,high,2018-05-19,1882,40.9213889,-76.0236111,Pennsylvania
Upper Ridge,Westmoreland_PA,PA,poor_or_unsatisfactory,high,2018-03-06,1915,40.3255556,-79.28527779999999,Pennsylvania
Upper Tumbling Run,Schuylkill_PA,PA,poor_or_unsatisfactory,high,2017-11-29,1836,40.6788889,-76.1725,Pennsylvania
Wangaum Falls,Wayne_PA,PA,poor_or_unsatisfactory,high,2018-05-21,1925,41.4927778,-75.2494444,Pennsylvania
Warren H Ohl,Clinton_PA,PA,poor_or_unsatisfactory,high,2017-11-30,1965,41.0736111,-77.32166670000001,Pennsylvania
Washington No 3,Washington_PA,PA,poor_or_unsatisfactory,high,2017-11-16,1895,40.145,-80.2641667,Pennsylvania
Wilmore,Cambria_PA,PA,poor_or_unsatisfactory,high,2017-10-03,1908,40.4091667,-78.6880556,Pennsylvania
Comerio I Dam,Comerio_PR,PR,poor,high,2017-01-22,1907,18.27,-66.20666999999999,Puerto Rico
Comerio Ii Dam,Comerio_PR,PR,poor,high,2016-12-15,1913,18.26333,-66.20666999999999,Puerto Rico
Bucklin Point,Providence_RI,RI,poor,high,2011-11-21,1950,41.851924874299996,-71.3656844533,Rhode Island
Burlingame Reservoir Upper,Providence_RI,RI,poor,high,2014-05-08,1885,41.9140891811,-71.7423782092,Rhode Island
Butterfly Pond,Providence_RI,RI,poor,high,2010-06-15,1883,41.9071121554,-71.4321594247,Rhode Island
Carr Pond,Washington_RI,RI,poor,high,2014-08-01,1800,41.5202789277,-71.4445571677,Rhode Island
Centerville Pond,Kent_RI,RI,poor,high,2016-08-29,1885,41.6968612671,-71.5210952829,Rhode Island
Cranston Print Works Pond,Providence_RI,RI,poor,high,2017-03-28,1825,41.793464666300004,-71.459709189,Rhode Island
Easton Pond South,Newport_RI,RI,poor,high,2013-08-22,1876,41.490493762199996,-71.2868271098,Rhode Island
Flat River Reservoir,Kent_RI,RI,poor,high,2016-05-18,1873,41.6944351206,-71.5947265279,Rhode Island
Forestdale Pond,Providence_RI,RI,poor,high,2017-05-11,1883,41.996070860900005,-71.5640639717,Rhode Island
Harrisville Pond,Providence_RI,RI,poor,high,2016-06-23,1854,41.9657402423,-71.6748657084,Rhode Island
Hawkins Pond,Providence_RI,RI,poor,high,2016-07-06,1865,41.9182128893,-71.7948227033,Rhode Island
Hefler Farm Pond,Washington_RI,RI,poor,high,2017-03-07,1972,41.4547576795,-71.5029907186,Rhode Island
Keech Pond,Providence_RI,RI,poor,high,2016-07-06,1952,41.8843994459,-71.68824006,Rhode Island
Miscoe Lake,Providence_RI,RI,poor,high,2014-08-20,1937,42.0076522716,-71.417114219,Rhode Island
Moffett Pond,Providence_RI,RI,poor,high,2011-12-08,1883,41.9050979537,-71.4251861909,Rhode Island
Natick Pond,Kent_RI,RI,poor,high,2010-04-29,1886,41.7173805192,-71.4924010838,Rhode Island
Nelson Pond,Newport_RI,RI,poor,high,2013-08-28,1885,41.4913482687,-71.2627640276,Rhode Island
Peace Dale Pond,Washington_RI,RI,poor,high,2017-11-03,1847,41.4524116567,-71.49524684229999,Rhode Island
Pearce Pond,Kent_RI,RI,poor,high,2016-07-15,1903,41.723659999999995,-71.53926,Rhode Island
Simmons Lower Reservoir,Providence_RI,RI,poor,high,2010-09-09,1865,41.7911491273,-71.50913243149999,Rhode Island
Slack Reservoir,Providence_RI,RI,poor,high,2013-10-02,1885,41.868793517,-71.5532531883,Rhode Island
Slatersville Reservoir Middle,Providence_RI,RI,poor,high,2016-06-13,1886,41.9976997076,-71.58184812729999,Rhode Island
Slocum Reservoir,Washington_RI,RI,poor,high,2010-05-24,1855,41.539916999,-71.52001184529999,Rhode Island
Westconnaug Reservoir,Providence_RI,RI,poor,high,2014-08-08,1924,41.7722587756,-71.67716974529999,Rhode Island
Wilbur Pond,Providence_RI,RI,poor,high,2015-04-26,1854,41.9302215611,-71.7644271673,Rhode Island
Wilson Reservoir,Providence_RI,RI,poor,high,2013-10-30,1866,41.966152178200005,-71.7223281955,Rhode Island
Wyoming Upper,Washington_RI,RI,poor,high,2014-06-05,1885,41.5159225517,-71.7034072926,Rhode Island
